Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
gw_pumpex_dates,RESERVOIR,weir.res,weir.res,4676,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gw_pumpex_dates(i,1,j)"
gw_pumpex_dates,RESERVOIR,weir.res,weir.res,4677,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gw_pumpex_dates(i,2,j)"
gw_pumpex_rates,RESERVOIR,weir.res,weir.res,4678,R,real,1/day,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gw_pumpex_rates(i,j)"
num_tile_cells,RESERVOIR,weir.res,weir.res,4679,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,num_tile_cells(i)
gw_tile_groups,RESERVOIR,weir.res,weir.res,4680,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gw_tile_groups(i,j)"
"grid_int,j=1,grid_ncol",RESERVOIR,weir.res,weir.res,4681,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
gw_state,RESERVOIR,weir.res,weir.res,4682,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gw_state(i)%tile
gwsol_sorb,RESERVOIR,weir.res,weir.res,4683,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gwsol_sorb(s)
gwsol_rctn,RESERVOIR,weir.res,weir.res,4684,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gwsol_rctn(s)
canal_out_conc,RESERVOIR,weir.res,weir.res,4685,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,canal_out_conc(s)
"grid_val,j=1,grid_ncol",RESERVOIR,weir.res,weir.res,4686,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"grid_val(i,j),j=1,grid_ncol"
gwsol_state,RESERVOIR,weir.res,weir.res,4687,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute"
"cell_int,i=1,ncell",RESERVOIR,weir.res,weir.res,4688,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"cell_int(i),i=1,ncell"
"grid_int,j=1,grid_ncol",RESERVOIR,weir.res,weir.res,4689,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
usgs_site_id,RESERVOIR,weir.res,weir.res,4690,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,usgs_site_id
usgs_lat,RESERVOIR,weir.res,weir.res,4691,R,real,deg,,,,Parameter from weir.res via gwflow_read,gwflow_read,usgs_lat
usgs_long,RESERVOIR,weir.res,weir.res,4692,R,real,deg,,,,Parameter from weir.res via gwflow_read,gwflow_read,usgs_long
"head_vals,j=1,101",RESERVOIR,weir.res,weir.res,4693,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"head_vals(j),j=1,101"
hru_pump_ids,RESERVOIR,weir.res,weir.res,4694,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,hru_pump_ids(i)
res_cell,RESERVOIR,weir.res,weir.res,4695,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,res_cell
res_id,RESERVOIR,weir.res,weir.res,4696,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,res_id
res_stage,RESERVOIR,weir.res,weir.res,4697,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,res_stage
gw_fp_cellid,RESERVOIR,weir.res,weir.res,4698,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gw_fp_cellid(i)
gw_fp_chanid,RESERVOIR,weir.res,weir.res,4699,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gw_fp_chanid(i)
gw_fp_K,RESERVOIR,weir.res,weir.res,4700,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,gw_fp_K(i)
gw_fp_area,RESERVOIR,weir.res,weir.res,4701,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,gw_fp_area(i)
canal,RESERVOIR,weir.res,weir.res,4702,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,canal
channel,RESERVOIR,weir.res,weir.res,4703,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,channel
width,RESERVOIR,weir.res,weir.res,4704,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,width
depth,RESERVOIR,weir.res,weir.res,4705,R,real,m,,,,Parameter from weir.res via gwflow_read,gwflow_read,depth
thick,RESERVOIR,weir.res,weir.res,4706,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,thick
day_beg,RESERVOIR,weir.res,weir.res,4707,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,day_beg
day_end,RESERVOIR,weir.res,weir.res,4708,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,day_end
dum1,RESERVOIR,weir.res,weir.res,4709,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum1
canalK_zones,RESERVOIR,weir.res,weir.res,4710,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,canalK_zones(i)
cell_num,RESERVOIR,weir.res,weir.res,4711,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,cell_num
canal,RESERVOIR,weir.res,weir.res,4712,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,canal
cell_num,RESERVOIR,weir.res,weir.res,4713,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,cell_num
canal,RESERVOIR,weir.res,weir.res,4714,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,canal
length,RESERVOIR,weir.res,weir.res,4715,R,real,m,,,,Parameter from weir.res via gwflow_read,gwflow_read,length
stage,RESERVOIR,weir.res,weir.res,4716,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,stage
K_zone,RESERVOIR,weir.res,weir.res,4717,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,K_zone
"grid_val,j=1,grid_ncol",RESERVOIR,weir.res,weir.res,4718,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"grid_val(i,j),j=1,grid_ncol"
gwsol_minl_state,RESERVOIR,weir.res,weir.res,4719,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"gwsol_minl_state(i)%fract(m),m=1,gw_nminl"
lsu,RESERVOIR,weir.res,weir.res,4720,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,lsu
lsu_area,RESERVOIR,weir.res,weir.res,4721,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,lsu_area
lsu_cells,RESERVOIR,weir.res,weir.res,4722,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"lsu_cells(k,cell_count)"
poly_area,RESERVOIR,weir.res,weir.res,4723,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,poly_area
dum1,RESERVOIR,weir.res,weir.res,4724,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum1
huc12,RESERVOIR,weir.res,weir.res,4725,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,huc12(k)
dum1,RESERVOIR,weir.res,weir.res,4726,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum1
dum2,RESERVOIR,weir.res,weir.res,4727,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum2
dum3,RESERVOIR,weir.res,weir.res,4728,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum3
dum4,RESERVOIR,weir.res,weir.res,4729,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum4
dum5,RESERVOIR,weir.res,weir.res,4730,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum5
dum6,RESERVOIR,weir.res,weir.res,4731,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum6
dum7,RESERVOIR,weir.res,weir.res,4732,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum7
dum8,RESERVOIR,weir.res,weir.res,4733,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,dum8
huc12_id,RESERVOIR,weir.res,weir.res,4734,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,huc12_id
hru_id,RESERVOIR,weir.res,weir.res,4735,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,hru_id
hru_area,RESERVOIR,weir.res,weir.res,4736,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,hru_area
hru_cells,RESERVOIR,weir.res,weir.res,4737,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,"hru_cells(k,cell_count)"
poly_area,RESERVOIR,weir.res,weir.res,4738,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,poly_area
huc12_dum,RESERVOIR,weir.res,weir.res,4739,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,huc12_dum
huc12_connect,RESERVOIR,weir.res,weir.res,4740,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,huc12_connect(k)
huc12_id,RESERVOIR,weir.res,weir.res,4741,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,huc12_id
cell_num,RESERVOIR,weir.res,weir.res,4742,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,cell_num
cell_num,RESERVOIR,weir.res,weir.res,4743,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,cell_num
hru_id,RESERVOIR,weir.res,weir.res,4744,R,int,,,,,Parameter from weir.res via gwflow_read,gwflow_read,hru_id
cell_area,RESERVOIR,weir.res,weir.res,4745,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,cell_area
poly_area,RESERVOIR,weir.res,weir.res,4746,R,real,ha,,,,Parameter from weir.res via gwflow_read,gwflow_read,poly_area
obs_channels,RESERVOIR,weir.res,weir.res,4747,R,char,,,,,Parameter from weir.res via gwflow_read,gwflow_read,obs_channels(i)
"obs_flow_vals,j=1,gw_num_obs_chan",RESERVOIR,weir.res,weir.res,4748,R,int,m3/s,,,,Parameter from weir.res via gwflow_read,gwflow_read,"obs_flow_vals(j,i),j=1,gw_num_obs_chan"
in_sim,RESERVOIR,weir.res,weir.res,4749,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_sim
in_basin,RESERVOIR,weir.res,weir.res,4750,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_basin
in_cli,RESERVOIR,weir.res,weir.res,4751,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_cli
in_con,RESERVOIR,weir.res,weir.res,4752,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_con
in_cha,RESERVOIR,weir.res,weir.res,4753,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_cha
in_res,RESERVOIR,weir.res,weir.res,4754,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_res
in_ru,RESERVOIR,weir.res,weir.res,4755,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_ru
in_hru,RESERVOIR,weir.res,weir.res,4756,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_hru
in_exco,RESERVOIR,weir.res,weir.res,4757,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_exco
in_rec,RESERVOIR,weir.res,weir.res,4758,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_rec
in_delr,RESERVOIR,weir.res,weir.res,4759,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_delr
in_aqu,RESERVOIR,weir.res,weir.res,4760,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_aqu
in_herd,RESERVOIR,weir.res,weir.res,4761,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_herd
in_watrts,RESERVOIR,weir.res,weir.res,4762,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_watrts
in_link,RESERVOIR,weir.res,weir.res,4763,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_link
in_hyd,RESERVOIR,weir.res,weir.res,4764,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_hyd
in_str,RESERVOIR,weir.res,weir.res,4765,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_str
in_parmdb,RESERVOIR,weir.res,weir.res,4766,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_parmdb
in_ops,RESERVOIR,weir.res,weir.res,4767,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_ops
in_lum,RESERVOIR,weir.res,weir.res,4768,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_lum
in_chg,RESERVOIR,weir.res,weir.res,4769,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_chg
in_init,RESERVOIR,weir.res,weir.res,4770,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_init
in_sol,RESERVOIR,weir.res,weir.res,4771,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_sol
in_cond,RESERVOIR,weir.res,weir.res,4772,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_cond
in_regs,RESERVOIR,weir.res,weir.res,4773,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_regs
in_path_pcp,RESERVOIR,weir.res,weir.res,4774,R,real,mm,,,,Parameter from weir.res via readcio_read,readcio_read,in_path_pcp
in_path_tmp,RESERVOIR,weir.res,weir.res,4775,R,real,degC,,,,Parameter from weir.res via readcio_read,readcio_read,in_path_tmp
in_path_slr,RESERVOIR,weir.res,weir.res,4776,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_path_slr
in_path_hmd,RESERVOIR,weir.res,weir.res,4777,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_path_hmd
in_path_wnd,RESERVOIR,weir.res,weir.res,4778,R,char,,,,,Parameter from weir.res via readcio_read,readcio_read,in_path_wnd
dtbl_res,RESERVOIR,weir.res,weir.res,4779,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%name
dtbl_res,RESERVOIR,weir.res,weir.res,4780,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%conds
dtbl_res,RESERVOIR,weir.res,weir.res,4781,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%alts
dtbl_res,RESERVOIR,weir.res,weir.res,4782,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%acts
dtbl_res,RESERVOIR,weir.res,weir.res,4783,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%cond(ic)
dtbl_res,RESERVOIR,weir.res,weir.res,4784,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,"dtbl_res(i)%alt(ic,ial), ial = 1, dtbl_res(i)%alts"
dtbl_res,RESERVOIR,weir.res,weir.res,4785,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%act(iac)
dtbl_res,RESERVOIR,weir.res,weir.res,4786,R,char,,,,,Parameter from weir.res via dtbl_res_read,dtbl_res_read,"dtbl_res(i)%act_outcomes(iac,ial), ial = 1, dtbl_res(i)%alts"
res_salt_data,RESERVOIR,weir.res,weir.res,4787,R,char,,,,,Parameter from weir.res via res_read_saltdb,res_read_saltdb,res_salt_data(ires)%name
res_salt_data,RESERVOIR,weir.res,weir.res,4788,R,char,,,,,Parameter from weir.res via res_read_saltdb,res_read_saltdb,res_salt_data(ires)%c_init
res_cs_data,RESERVOIR,weir.res,weir.res,4789,R,char,,,,,Parameter from weir.res via res_read_cs,res_read_cs,res_cs_data(ires)
res_init_dat_c,RESERVOIR,weir.res,weir.res,4790,R,char,,,,,Parameter from weir.res via res_read_init,res_read_init,res_init_dat_c(ires)
plant_name,RESERVOIR,weir.res,weir.res,4791,R,char,,,,,Parameter from weir.res via salt_plant_read,salt_plant_read,plant_name
salt_stress_a,RESERVOIR,weir.res,weir.res,4792,R,char,,,,,Parameter from weir.res via salt_plant_read,salt_plant_read,salt_stress_a(iplant)
salt_stress_b,RESERVOIR,weir.res,weir.res,4793,R,char,,,,,Parameter from weir.res via salt_plant_read,salt_plant_read,salt_stress_b(iplant)
res_dat_c_cs,RESERVOIR,weir.res,weir.res,4794,R,char,,,,,Parameter from weir.res via res_read_salt_cs,res_read_salt_cs,res_dat_c_cs(ires)
res_cs_data,RESERVOIR,weir.res,weir.res,4795,R,char,,,,,Parameter from weir.res via res_read_csdb,res_read_csdb,res_cs_data(ires)
plant_name,RESERVOIR,weir.res,weir.res,4796,R,char,,,,,Parameter from weir.res via cs_plant_read,cs_plant_read,plant_name
bor_stress_a,RESERVOIR,weir.res,weir.res,4797,R,char,,,,,Parameter from weir.res via cs_plant_read,cs_plant_read,bor_stress_a(iplant)
bor_stress_b,RESERVOIR,weir.res,weir.res,4798,R,char,,,,,Parameter from weir.res via cs_plant_read,cs_plant_read,bor_stress_b(iplant)
grid_nrow,GENERAL,wetland.wet,wetland.wet,4799,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,grid_nrow
grid_ncol,GENERAL,wetland.wet,wetland.wet,4800,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,grid_ncol
gwflag_day,GENERAL,wetland.wet,wetland.wet,4801,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gwflag_day
gwflag_yr,GENERAL,wetland.wet,wetland.wet,4802,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gwflag_yr
gwflag_aa,GENERAL,wetland.wet,wetland.wet,4803,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gwflag_aa
dum,GENERAL,wetland.wet,wetland.wet,4804,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum
zones_aquK,GENERAL,wetland.wet,wetland.wet,4805,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,zones_aquK(i)
dum,GENERAL,wetland.wet,wetland.wet,4806,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum
zones_aquSy,GENERAL,wetland.wet,wetland.wet,4807,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,zones_aquSy(i)
dum,GENERAL,wetland.wet,wetland.wet,4808,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum
zones_strK,GENERAL,wetland.wet,wetland.wet,4809,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,zones_strK(i)
dum,GENERAL,wetland.wet,wetland.wet,4810,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum
zones_strbed,GENERAL,wetland.wet,wetland.wet,4811,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,zones_strbed(i)
",j=1,grid_ncol),i=1,grid_nrow",GENERAL,wetland.wet,wetland.wet,4812,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow"
",j=1,grid_ncol),i=1,grid_nrow",GENERAL,wetland.wet,wetland.wet,4813,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow"
",j=1,grid_ncol),i=1,grid_nrow",GENERAL,wetland.wet,wetland.wet,4814,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow"
dum1,GENERAL,wetland.wet,wetland.wet,4815,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum1
gw_state,GENERAL,wetland.wet,wetland.wet,4816,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%stat
gw_state,GENERAL,wetland.wet,wetland.wet,4817,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%elev
gw_state,GENERAL,wetland.wet,wetland.wet,4818,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%thck
K_zone,GENERAL,wetland.wet,wetland.wet,4819,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,K_zone
Sy_zone,GENERAL,wetland.wet,wetland.wet,4820,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,Sy_zone
delay,GENERAL,wetland.wet,wetland.wet,4821,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,delay(i)
gw_state,GENERAL,wetland.wet,wetland.wet,4822,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%exdp
gw_state,GENERAL,wetland.wet,wetland.wet,4823,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%init
gw_state,GENERAL,wetland.wet,wetland.wet,4824,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%xcrd
gw_state,GENERAL,wetland.wet,wetland.wet,4825,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%ycrd
gw_state,GENERAL,wetland.wet,wetland.wet,4826,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%area
gw_state,GENERAL,wetland.wet,wetland.wet,4827,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%ncon
dum1,GENERAL,wetland.wet,wetland.wet,4828,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum1
gw_state,GENERAL,wetland.wet,wetland.wet,4829,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%stat
gw_state,GENERAL,wetland.wet,wetland.wet,4830,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%elev
gw_state,GENERAL,wetland.wet,wetland.wet,4831,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%thck
K_zone,GENERAL,wetland.wet,wetland.wet,4832,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,K_zone
Sy_zone,GENERAL,wetland.wet,wetland.wet,4833,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,Sy_zone
delay,GENERAL,wetland.wet,wetland.wet,4834,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,delay(i)
gw_state,GENERAL,wetland.wet,wetland.wet,4835,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%exdp
gw_state,GENERAL,wetland.wet,wetland.wet,4836,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%init
gw_state,GENERAL,wetland.wet,wetland.wet,4837,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%xcrd
gw_state,GENERAL,wetland.wet,wetland.wet,4838,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%ycrd
gw_state,GENERAL,wetland.wet,wetland.wet,4839,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%area
gw_state,GENERAL,wetland.wet,wetland.wet,4840,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%ncon
cell_con,GENERAL,wetland.wet,wetland.wet,4841,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"cell_con(i)%cell_id(j),j=1,gw_state(i)%ncon"
gw_output_yr,GENERAL,wetland.wet,wetland.wet,4842,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_output_yr(i)
gw_output_day,GENERAL,wetland.wet,wetland.wet,4843,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_output_day(i)
gw_obs_cells,GENERAL,wetland.wet,wetland.wet,4844,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_obs_cells(k)
usgs_id,GENERAL,wetland.wet,wetland.wet,4845,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,usgs_id(k)
gw_obs_cells,GENERAL,wetland.wet,wetland.wet,4846,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_obs_cells(k)
pumpex_cell,GENERAL,wetland.wet,wetland.wet,4847,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,pumpex_cell
gw_pumpex_nperiods,GENERAL,wetland.wet,wetland.wet,4848,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_pumpex_nperiods(i)
gw_pumpex_dates,GENERAL,wetland.wet,wetland.wet,4849,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gw_pumpex_dates(i,1,j)"
gw_pumpex_dates,GENERAL,wetland.wet,wetland.wet,4850,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gw_pumpex_dates(i,2,j)"
gw_pumpex_rates,GENERAL,wetland.wet,wetland.wet,4851,R,real,1/day,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gw_pumpex_rates(i,j)"
num_tile_cells,GENERAL,wetland.wet,wetland.wet,4852,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,num_tile_cells(i)
gw_tile_groups,GENERAL,wetland.wet,wetland.wet,4853,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gw_tile_groups(i,j)"
"grid_int,j=1,grid_ncol",GENERAL,wetland.wet,wetland.wet,4854,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
gw_state,GENERAL,wetland.wet,wetland.wet,4855,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_state(i)%tile
gwsol_sorb,GENERAL,wetland.wet,wetland.wet,4856,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gwsol_sorb(s)
gwsol_rctn,GENERAL,wetland.wet,wetland.wet,4857,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gwsol_rctn(s)
canal_out_conc,GENERAL,wetland.wet,wetland.wet,4858,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,canal_out_conc(s)
"grid_val,j=1,grid_ncol",GENERAL,wetland.wet,wetland.wet,4859,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"grid_val(i,j),j=1,grid_ncol"
gwsol_state,GENERAL,wetland.wet,wetland.wet,4860,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute"
"cell_int,i=1,ncell",GENERAL,wetland.wet,wetland.wet,4861,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"cell_int(i),i=1,ncell"
"grid_int,j=1,grid_ncol",GENERAL,wetland.wet,wetland.wet,4862,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
usgs_site_id,GENERAL,wetland.wet,wetland.wet,4863,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,usgs_site_id
usgs_lat,GENERAL,wetland.wet,wetland.wet,4864,R,real,deg,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,usgs_lat
usgs_long,GENERAL,wetland.wet,wetland.wet,4865,R,real,deg,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,usgs_long
"head_vals,j=1,101",GENERAL,wetland.wet,wetland.wet,4866,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"head_vals(j),j=1,101"
hru_pump_ids,GENERAL,wetland.wet,wetland.wet,4867,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,hru_pump_ids(i)
res_cell,GENERAL,wetland.wet,wetland.wet,4868,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,res_cell
