Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
res_id,GENERAL,wetland.wet,wetland.wet,4869,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,res_id
res_stage,GENERAL,wetland.wet,wetland.wet,4870,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,res_stage
gw_fp_cellid,GENERAL,wetland.wet,wetland.wet,4871,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_fp_cellid(i)
gw_fp_chanid,GENERAL,wetland.wet,wetland.wet,4872,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_fp_chanid(i)
gw_fp_K,GENERAL,wetland.wet,wetland.wet,4873,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_fp_K(i)
gw_fp_area,GENERAL,wetland.wet,wetland.wet,4874,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,gw_fp_area(i)
canal,GENERAL,wetland.wet,wetland.wet,4875,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,canal
channel,GENERAL,wetland.wet,wetland.wet,4876,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,channel
width,GENERAL,wetland.wet,wetland.wet,4877,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,width
depth,GENERAL,wetland.wet,wetland.wet,4878,R,real,m,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,depth
thick,GENERAL,wetland.wet,wetland.wet,4879,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,thick
day_beg,GENERAL,wetland.wet,wetland.wet,4880,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,day_beg
day_end,GENERAL,wetland.wet,wetland.wet,4881,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,day_end
dum1,GENERAL,wetland.wet,wetland.wet,4882,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum1
canalK_zones,GENERAL,wetland.wet,wetland.wet,4883,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,canalK_zones(i)
cell_num,GENERAL,wetland.wet,wetland.wet,4884,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,cell_num
canal,GENERAL,wetland.wet,wetland.wet,4885,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,canal
cell_num,GENERAL,wetland.wet,wetland.wet,4886,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,cell_num
canal,GENERAL,wetland.wet,wetland.wet,4887,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,canal
length,GENERAL,wetland.wet,wetland.wet,4888,R,real,m,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,length
stage,GENERAL,wetland.wet,wetland.wet,4889,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,stage
K_zone,GENERAL,wetland.wet,wetland.wet,4890,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,K_zone
"grid_val,j=1,grid_ncol",GENERAL,wetland.wet,wetland.wet,4891,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"grid_val(i,j),j=1,grid_ncol"
gwsol_minl_state,GENERAL,wetland.wet,wetland.wet,4892,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"gwsol_minl_state(i)%fract(m),m=1,gw_nminl"
lsu,GENERAL,wetland.wet,wetland.wet,4893,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,lsu
lsu_area,GENERAL,wetland.wet,wetland.wet,4894,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,lsu_area
lsu_cells,GENERAL,wetland.wet,wetland.wet,4895,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"lsu_cells(k,cell_count)"
poly_area,GENERAL,wetland.wet,wetland.wet,4896,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,poly_area
dum1,GENERAL,wetland.wet,wetland.wet,4897,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum1
huc12,GENERAL,wetland.wet,wetland.wet,4898,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,huc12(k)
dum1,GENERAL,wetland.wet,wetland.wet,4899,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum1
dum2,GENERAL,wetland.wet,wetland.wet,4900,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum2
dum3,GENERAL,wetland.wet,wetland.wet,4901,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum3
dum4,GENERAL,wetland.wet,wetland.wet,4902,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum4
dum5,GENERAL,wetland.wet,wetland.wet,4903,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum5
dum6,GENERAL,wetland.wet,wetland.wet,4904,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum6
dum7,GENERAL,wetland.wet,wetland.wet,4905,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum7
dum8,GENERAL,wetland.wet,wetland.wet,4906,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,dum8
huc12_id,GENERAL,wetland.wet,wetland.wet,4907,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,huc12_id
hru_id,GENERAL,wetland.wet,wetland.wet,4908,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,hru_id
hru_area,GENERAL,wetland.wet,wetland.wet,4909,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,hru_area
hru_cells,GENERAL,wetland.wet,wetland.wet,4910,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"hru_cells(k,cell_count)"
poly_area,GENERAL,wetland.wet,wetland.wet,4911,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,poly_area
huc12_dum,GENERAL,wetland.wet,wetland.wet,4912,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,huc12_dum
huc12_connect,GENERAL,wetland.wet,wetland.wet,4913,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,huc12_connect(k)
huc12_id,GENERAL,wetland.wet,wetland.wet,4914,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,huc12_id
cell_num,GENERAL,wetland.wet,wetland.wet,4915,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,cell_num
cell_num,GENERAL,wetland.wet,wetland.wet,4916,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,cell_num
hru_id,GENERAL,wetland.wet,wetland.wet,4917,R,int,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,hru_id
cell_area,GENERAL,wetland.wet,wetland.wet,4918,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,cell_area
poly_area,GENERAL,wetland.wet,wetland.wet,4919,R,real,ha,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,poly_area
obs_channels,GENERAL,wetland.wet,wetland.wet,4920,R,char,,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,obs_channels(i)
"obs_flow_vals,j=1,gw_num_obs_chan",GENERAL,wetland.wet,wetland.wet,4921,R,int,m3/s,,,,Parameter from wetland.wet via gwflow_read,gwflow_read,"obs_flow_vals(j,i),j=1,gw_num_obs_chan"
wet_dat_c_cs,GENERAL,wetland.wet,wetland.wet,4922,R,char,,,,,Parameter from wetland.wet via wet_read_salt_cs,wet_read_salt_cs,wet_dat_c_cs(iwet)
wet_hyddb,GENERAL,wetland.wet,wetland.wet,4923,R,char,,,,,Parameter from wetland.wet via wet_read_hyd,wet_read_hyd,wet_hyddb(ires)
dum1,GENERAL,wetland.wet,wetland.wet,4924,R,char,,,,,Parameter from wetland.wet via wet_read_hyd,wet_read_hyd,dum1
wet_thick,GENERAL,wetland.wet,wetland.wet,4925,R,char,,,,,Parameter from wetland.wet via wet_read_hyd,wet_read_hyd,wet_thick(ires)
wet_dat_c,GENERAL,wetland.wet,wetland.wet,4926,R,char,,,,,Parameter from wetland.wet via wet_read,wet_read,wet_dat_c(ires)
wst,CLIMATE,wind-dir.cli,wind-dir.cli,4927,R,char,,,,,Parameter from wind-dir.cli via cli_staread,cli_staread,wst(i)%name
wst,CLIMATE,wind-dir.cli,wind-dir.cli,4928,R,char,,,,,Parameter from wind-dir.cli via cli_staread,cli_staread,wst(i)%wco_c
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4929,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%nbyr
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4930,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%tstep
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4931,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%lat
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4932,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%long
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4933,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%elev
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4934,R,int,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4935,R,char,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,istep
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4936,R,int,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4937,R,char,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,istep
mo,CLIMATE,wind-dir.cli,wind-dir.cli,4938,R,char,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,mo
day_mo,CLIMATE,wind-dir.cli,wind-dir.cli,4939,R,int,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,day_mo
ihr,CLIMATE,wind-dir.cli,wind-dir.cli,4940,R,char,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,ihr
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4941,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,"pcp(i)%tss(iss,istep,iyrs)"
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4942,R,int,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4943,R,char,,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,istep
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4944,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,"pcp(i)%ts(istep,iyrs)"
pcp_n,CLIMATE,wind-dir.cli,wind-dir.cli,4945,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp_n(i)
pcp,CLIMATE,wind-dir.cli,wind-dir.cli,4946,R,real,mm,,,,Parameter from wind-dir.cli via cli_pmeas,cli_pmeas,pcp(i)%filename
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4947,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%nbyr
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4948,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%tstep
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4949,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%lat
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4950,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%long
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4951,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%elev
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4952,R,int,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4953,R,char,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,istep
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4954,R,int,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4955,R,char,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,istep
tempx,CLIMATE,wind-dir.cli,wind-dir.cli,4956,R,char,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tempx
tempn,CLIMATE,wind-dir.cli,wind-dir.cli,4957,R,char,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tempn
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4958,R,int,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4959,R,char,,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,istep
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4960,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts(istep,iyrs)"
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4961,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts2(istep,iyrs)"
tmp_n,CLIMATE,wind-dir.cli,wind-dir.cli,4962,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp_n(i)
tmp,CLIMATE,wind-dir.cli,wind-dir.cli,4963,R,real,degC,,,,Parameter from wind-dir.cli via cli_tmeas,cli_tmeas,tmp(i)%filename
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4964,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%nbyr
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4965,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%tstep
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4966,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%lat
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4967,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%long
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4968,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%elev
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4969,R,int,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4970,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,istep
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4971,R,int,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4972,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,istep
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4973,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,"hmd(i)%ts(istep,iyrs)"
hmd_n,CLIMATE,wind-dir.cli,wind-dir.cli,4974,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd_n(i)
hmd,CLIMATE,wind-dir.cli,wind-dir.cli,4975,R,char,,,,,Parameter from wind-dir.cli via cli_hmeas,cli_hmeas,hmd(i)%filename
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4976,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%nbyr
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4977,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%tstep
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4978,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%lat
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4979,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%long
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4980,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%elev
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4981,R,int,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4982,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,istep
iyr,CLIMATE,wind-dir.cli,wind-dir.cli,4983,R,int,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,wind-dir.cli,wind-dir.cli,4984,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,istep
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4985,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,"wnd(i)%ts(istep,iyrs)"
wnd_n,CLIMATE,wind-dir.cli,wind-dir.cli,4986,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd_n(i)
wnd,CLIMATE,wind-dir.cli,wind-dir.cli,4987,R,char,,,,,Parameter from wind-dir.cli via cli_wmeas,cli_wmeas,wnd(i)%filename
wnd,CLIMATE,wnd.cli,wnd.cli,4988,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%nbyr
wnd,CLIMATE,wnd.cli,wnd.cli,4989,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%tstep
wnd,CLIMATE,wnd.cli,wnd.cli,4990,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%lat
wnd,CLIMATE,wnd.cli,wnd.cli,4991,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%long
wnd,CLIMATE,wnd.cli,wnd.cli,4992,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%elev
iyr,CLIMATE,wnd.cli,wnd.cli,4993,R,int,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,4994,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,istep
iyr,CLIMATE,wnd.cli,wnd.cli,4995,R,int,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,4996,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,istep
wnd,CLIMATE,wnd.cli,wnd.cli,4997,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,"wnd(i)%ts(istep,iyrs)"
wnd_n,CLIMATE,wnd.cli,wnd.cli,4998,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd_n(i)
wnd,CLIMATE,wnd.cli,wnd.cli,4999,R,char,,,,,Parameter from wnd.cli via cli_wmeas,cli_wmeas,wnd(i)%filename
wst,CLIMATE,wnd.cli,wnd.cli,5000,R,char,,,,,Parameter from wnd.cli via cli_staread,cli_staread,wst(i)%name
wst,CLIMATE,wnd.cli,wnd.cli,5001,R,char,,,,,Parameter from wnd.cli via cli_staread,cli_staread,wst(i)%wco_c
pcp,CLIMATE,wnd.cli,wnd.cli,5002,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%nbyr
pcp,CLIMATE,wnd.cli,wnd.cli,5003,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%tstep
pcp,CLIMATE,wnd.cli,wnd.cli,5004,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%lat
pcp,CLIMATE,wnd.cli,wnd.cli,5005,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%long
pcp,CLIMATE,wnd.cli,wnd.cli,5006,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%elev
iyr,CLIMATE,wnd.cli,wnd.cli,5007,R,int,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5008,R,char,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,istep
iyr,CLIMATE,wnd.cli,wnd.cli,5009,R,int,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5010,R,char,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,istep
mo,CLIMATE,wnd.cli,wnd.cli,5011,R,char,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,mo
day_mo,CLIMATE,wnd.cli,wnd.cli,5012,R,int,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,day_mo
ihr,CLIMATE,wnd.cli,wnd.cli,5013,R,char,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,ihr
pcp,CLIMATE,wnd.cli,wnd.cli,5014,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,"pcp(i)%tss(iss,istep,iyrs)"
iyr,CLIMATE,wnd.cli,wnd.cli,5015,R,int,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5016,R,char,,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,istep
pcp,CLIMATE,wnd.cli,wnd.cli,5017,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,"pcp(i)%ts(istep,iyrs)"
pcp_n,CLIMATE,wnd.cli,wnd.cli,5018,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp_n(i)
pcp,CLIMATE,wnd.cli,wnd.cli,5019,R,real,mm,,,,Parameter from wnd.cli via cli_pmeas,cli_pmeas,pcp(i)%filename
tmp,CLIMATE,wnd.cli,wnd.cli,5020,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%nbyr
tmp,CLIMATE,wnd.cli,wnd.cli,5021,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%tstep
tmp,CLIMATE,wnd.cli,wnd.cli,5022,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%lat
tmp,CLIMATE,wnd.cli,wnd.cli,5023,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%long
tmp,CLIMATE,wnd.cli,wnd.cli,5024,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%elev
iyr,CLIMATE,wnd.cli,wnd.cli,5025,R,int,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5026,R,char,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,istep
iyr,CLIMATE,wnd.cli,wnd.cli,5027,R,int,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5028,R,char,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,istep
tempx,CLIMATE,wnd.cli,wnd.cli,5029,R,char,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tempx
tempn,CLIMATE,wnd.cli,wnd.cli,5030,R,char,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tempn
iyr,CLIMATE,wnd.cli,wnd.cli,5031,R,int,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5032,R,char,,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,istep
tmp,CLIMATE,wnd.cli,wnd.cli,5033,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts(istep,iyrs)"
tmp,CLIMATE,wnd.cli,wnd.cli,5034,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts2(istep,iyrs)"
tmp_n,CLIMATE,wnd.cli,wnd.cli,5035,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp_n(i)
tmp,CLIMATE,wnd.cli,wnd.cli,5036,R,real,degC,,,,Parameter from wnd.cli via cli_tmeas,cli_tmeas,tmp(i)%filename
hmd,CLIMATE,wnd.cli,wnd.cli,5037,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd(i)%nbyr
hmd,CLIMATE,wnd.cli,wnd.cli,5038,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd(i)%tstep
hmd,CLIMATE,wnd.cli,wnd.cli,5039,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd(i)%lat
hmd,CLIMATE,wnd.cli,wnd.cli,5040,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd(i)%long
hmd,CLIMATE,wnd.cli,wnd.cli,5041,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd(i)%elev
iyr,CLIMATE,wnd.cli,wnd.cli,5042,R,int,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5043,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,istep
iyr,CLIMATE,wnd.cli,wnd.cli,5044,R,int,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,wnd.cli,wnd.cli,5045,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,istep
hmd,CLIMATE,wnd.cli,wnd.cli,5046,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,"hmd(i)%ts(istep,iyrs)"
hmd_n,CLIMATE,wnd.cli,wnd.cli,5047,R,char,,,,,Parameter from wnd.cli via cli_hmeas,cli_hmeas,hmd_n(i)
